player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,Season,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,24,1995,16.0,9.0,924.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.06,0.06,2019-2020,10.3,3.0,0.0,27.3,0.29,0.0,0.0,0.06,-0.6,-0.6,260.0,337.0,77.2,3927.0,961.0,127.0,152.0,83.6,96.0,117.0,82.1,18.0,35.0,51.4,5.0,30.0,5.0,0.0,30.0,326.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,20.0,1.95,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,6.0,6.0,2.0,10.0,2.0,8.0,14.0,9.0,0.0,440.0,15.0,92.0,273.0,83.0,8.0,440.0,255.0,13.0,11.0,2.0,265.0,20.0,8.0,0.0,21.0,29.0,1.0,0.0,0.0,0.0,61.0,11.0,11.0,50.0
Davy Pröpper,nl NED,MF,Brighton,eng Premier League,27,1991,35.0,32.0,2829.0,1.0,2.0,0.0,0.0,4.0,0.0,0.03,0.06,0.1,0.03,0.1,1.6,1.6,0.05,0.05,2019-2020,31.4,8.0,0.0,27.6,0.25,0.03,0.13,0.06,-0.6,-0.6,1511.0,1833.0,82.4,26475.0,8360.0,643.0,757.0,84.9,730.0,824.0,88.6,113.0,169.0,66.9,29.0,184.0,24.0,5.0,265.0,1808.0,19.0,12.0,3.0,13.0,39.0,0.0,0.0,0.0,0.0,4.0,6.0,32.0,67.0,2.13,61.0,0.0,3.0,2.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,64.0,35.0,28.0,28.0,8.0,27.0,8.0,19.0,38.0,36.0,4.0,2159.0,67.0,457.0,1321.0,411.0,29.0,2159.0,1200.0,55.0,49.0,7.0,1519.0,61.0,24.0,0.0,31.0,18.0,0.0,0.0,0.0,0.0,236.0,28.0,22.0,56.0
Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,27,1992,36.0,27.0,2563.0,7.0,3.0,0.0,0.0,7.0,0.0,0.25,0.11,0.35,0.25,0.35,6.5,6.5,0.23,0.23,2019-2020,28.5,18.0,0.0,40.9,0.63,0.16,0.39,0.15,0.5,0.5,514.0,745.0,69.0,6913.0,1534.0,330.0,405.0,81.5,119.0,180.0,66.1,32.0,60.0,53.3,19.0,30.0,13.0,7.0,45.0,714.0,28.0,8.0,2.0,6.0,49.0,1.0,0.0,1.0,0.0,19.0,3.0,28.0,63.0,2.21,40.0,2.0,4.0,6.0,10.0,0.35,6.0,0.0,1.0,0.0,0.0,37.0,24.0,8.0,18.0,11.0,21.0,3.0,18.0,12.0,21.0,0.0,1088.0,29.0,157.0,451.0,501.0,90.0,1088.0,701.0,69.0,42.0,20.0,757.0,70.0,55.0,0.0,39.0,37.0,5.0,0.0,0.0,0.0,121.0,63.0,98.0,39.1
Riqui Puig,es ESP,MF,Barcelona,es La Liga,19,1999,11.0,5.0,510.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.35,0.35,0.0,0.35,0.7,0.7,0.12,0.12,2019-2020,5.7,5.0,0.0,62.5,0.88,0.0,0.0,0.09,-0.7,-0.7,384.0,425.0,90.4,5733.0,1048.0,198.0,210.0,94.3,127.0,133.0,95.5,27.0,31.0,87.1,10.0,40.0,6.0,0.0,30.0,416.0,8.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0,22.0,3.88,17.0,1.0,1.0,2.0,3.0,0.53,3.0,0.0,0.0,0.0,0.0,11.0,7.0,1.0,9.0,1.0,2.0,0.0,2.0,5.0,1.0,0.0,471.0,2.0,35.0,250.0,189.0,10.0,471.0,355.0,14.0,18.0,0.0,406.0,8.0,8.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,27.0,1.0,7.0,12.5
Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,36.0,33.0,2886.0,11.0,3.0,2.0,2.0,3.0,0.0,0.34,0.09,0.44,0.28,0.37,11.2,9.7,0.35,0.3,2019-2020,32.1,33.0,0.0,42.3,1.03,0.12,0.27,0.12,-0.2,-0.7,424.0,539.0,78.7,5017.0,546.0,278.0,318.0,87.4,105.0,134.0,78.4,4.0,10.0,40.0,30.0,11.0,4.0,0.0,22.0,472.0,67.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,63.0,1.96,44.0,0.0,9.0,2.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,5.0,4.0,13.0,0.0,13.0,6.0,7.0,0.0,792.0,16.0,59.0,298.0,442.0,156.0,790.0,447.0,46.0,24.0,35.0,527.0,58.0,34.0,0.0,23.0,15.0,17.0,0.0,0.0,0.0,62.0,5.0,44.0,10.2
Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,37.0,32.0,2950.0,7.0,6.0,7.0,8.0,9.0,0.0,0.21,0.18,0.4,0.0,0.18,7.6,1.3,0.23,0.04,2019-2020,32.8,6.0,10.0,25.0,0.18,0.0,0.0,0.05,-0.6,-1.3,1377.0,1724.0,79.9,25291.0,8467.0,585.0,631.0,92.7,550.0,644.0,85.4,189.0,345.0,54.8,83.0,138.0,25.0,6.0,159.0,1395.0,323.0,125.0,5.0,27.0,223.0,171.0,60.0,93.0,0.0,8.0,6.0,24.0,127.0,3.87,60.0,59.0,4.0,2.0,12.0,0.37,5.0,7.0,0.0,0.0,0.0,73.0,46.0,25.0,41.0,7.0,45.0,15.0,30.0,49.0,53.0,1.0,2078.0,90.0,422.0,1105.0,575.0,21.0,2070.0,967.0,19.0,21.0,3.0,1096.0,33.0,15.0,0.0,41.0,35.0,4.0,0.0,0.0,0.0,220.0,24.0,23.0,51.1
Christian Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,25.0,19.0,1722.0,9.0,4.0,0.0,0.0,0.0,0.0,0.47,0.21,0.68,0.47,0.68,9.0,9.0,0.47,0.47,2019-2020,19.1,25.0,0.0,39.7,1.31,0.14,0.36,0.14,0.0,0.0,539.0,706.0,76.3,7046.0,1330.0,333.0,394.0,84.5,134.0,174.0,77.0,25.0,49.0,51.0,30.0,25.0,25.0,2.0,73.0,697.0,7.0,2.0,4.0,1.0,35.0,4.0,3.0,0.0,0.0,1.0,2.0,23.0,87.0,4.55,55.0,0.0,6.0,7.0,16.0,0.84,8.0,0.0,1.0,3.0,0.0,23.0,11.0,13.0,4.0,6.0,15.0,0.0,15.0,6.0,11.0,0.0,1005.0,6.0,100.0,390.0,532.0,128.0,1005.0,744.0,107.0,80.0,47.0,830.0,53.0,63.0,0.0,14.0,30.0,3.0,2.0,0.0,0.0,79.0,20.0,45.0,30.8
Ignacio Pussetto,ar ARG,"FW,MF",Watford,eng Premier League,23,1995,7.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,36.0,55.6,299.0,116.0,13.0,17.0,76.5,4.0,8.0,50.0,2.0,8.0,25.0,0.0,1.0,1.0,0.0,3.0,31.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,0.0,60.0,3.0,21.0,26.0,14.0,1.0,60.0,24.0,1.0,0.0,0.0,22.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,25.0
Ignacio Pussetto,ar ARG,"FW,MF",Udinese,it Serie A,23,1995,12.0,2.0,341.0,1.0,0.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,0.9,0.9,0.24,0.24,2019-2020,3.8,4.0,0.0,40.0,1.06,0.1,0.25,0.09,0.1,0.1,76.0,124.0,61.3,1192.0,382.0,39.0,59.0,66.1,27.0,39.0,69.2,6.0,12.0,50.0,8.0,6.0,3.0,1.0,14.0,111.0,13.0,1.0,1.0,2.0,12.0,3.0,2.0,1.0,0.0,7.0,0.0,5.0,16.0,4.22,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,3.0,1.0,3.0,0.0,3.0,4.0,7.0,0.0,193.0,8.0,33.0,83.0,81.0,18.0,193.0,122.0,13.0,14.0,4.0,127.0,15.0,6.0,0.0,9.0,10.0,3.0,0.0,0.0,0.0,18.0,14.0,23.0,37.8
Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,28.0,26.0,2275.0,11.0,3.0,5.0,7.0,2.0,0.0,0.44,0.12,0.55,0.24,0.36,12.9,7.4,0.51,0.29,2019-2020,25.3,29.0,2.0,30.5,1.15,0.06,0.21,0.08,-1.9,-1.4,355.0,543.0,65.4,5603.0,1372.0,190.0,248.0,76.6,111.0,180.0,61.7,35.0,65.0,53.8,37.0,28.0,16.0,3.0,50.0,482.0,59.0,3.0,7.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,76.0,3.01,52.0,0.0,12.0,9.0,6.0,0.24,3.0,0.0,0.0,3.0,0.0,9.0,5.0,0.0,6.0,3.0,13.0,0.0,13.0,8.0,15.0,0.0,791.0,20.0,60.0,331.0,409.0,141.0,784.0,445.0,21.0,11.0,9.0,577.0,58.0,24.0,0.0,20.0,32.0,22.0,4.0,0.0,0.0,54.0,30.0,54.0,35.7
Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,25,1993,32.0,31.0,2602.0,13.0,2.0,1.0,1.0,2.0,0.0,0.45,0.07,0.52,0.42,0.48,11.4,10.6,0.39,0.37,2019-2020,28.9,27.0,2.0,38.6,0.93,0.17,0.44,0.15,1.6,1.4,394.0,575.0,68.5,5544.0,1296.0,236.0,287.0,82.2,110.0,155.0,71.0,25.0,50.0,50.0,28.0,31.0,18.0,0.0,61.0,530.0,32.0,2.0,7.0,2.0,11.0,2.0,1.0,0.0,0.0,9.0,13.0,19.0,70.0,2.42,48.0,1.0,6.0,3.0,6.0,0.21,4.0,0.0,0.0,0.0,0.0,25.0,17.0,15.0,7.0,3.0,27.0,5.0,22.0,11.0,8.0,0.0,852.0,9.0,105.0,390.0,371.0,89.0,851.0,521.0,36.0,37.0,17.0,565.0,54.0,50.0,0.0,25.0,34.0,17.0,0.0,0.0,0.0,95.0,27.0,66.0,29.0
Domingos Quina,pt POR,"MF,FW",Watford,eng Premier League,19,1999,4.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2019-2020,0.2,1.0,0.0,100.0,4.09,0.0,0.0,0.03,0.0,0.0,10.0,10.0,100.0,120.0,30.0,7.0,7.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,5.0,14.0,4.0,0.0,23.0,13.0,1.0,0.0,0.0,12.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
Quini,es ESP,DF,Granada,es La Liga,29,1989,10.0,8.0,718.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.03,0.03,2019-2020,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.3,-0.3,216.0,291.0,74.2,3139.0,956.0,120.0,131.0,91.6,69.0,94.0,73.4,15.0,38.0,39.5,7.0,15.0,1.0,1.0,15.0,227.0,63.0,1.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,62.0,1.0,10.0,15.0,1.88,10.0,0.0,2.0,1.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,25.0,14.0,16.0,7.0,2.0,5.0,1.0,4.0,10.0,14.0,0.0,388.0,18.0,120.0,164.0,109.0,5.0,388.0,199.0,14.0,13.0,1.0,176.0,6.0,5.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,40.0,8.0,8.0,50.0
Xavi Quintillà,es ESP,DF,Villarreal,es La Liga,22,1996,19.0,17.0,1573.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,0.01,0.01,2019-2020,17.5,1.0,2.0,33.3,0.06,0.0,0.0,0.06,-0.2,-0.2,842.0,1049.0,80.3,12029.0,3988.0,489.0,530.0,92.3,262.0,329.0,79.6,43.0,103.0,41.7,19.0,35.0,14.0,7.0,50.0,871.0,174.0,15.0,0.0,6.0,79.0,3.0,1.0,2.0,0.0,156.0,4.0,14.0,31.0,1.77,29.0,2.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,22.0,12.0,14.0,4.0,4.0,11.0,4.0,7.0,12.0,35.0,0.0,1166.0,65.0,352.0,506.0,312.0,7.0,1166.0,535.0,24.0,18.0,3.0,743.0,8.0,2.0,0.0,26.0,12.0,0.0,0.0,0.0,0.0,54.0,10.0,29.0,25.6
Quique,es ESP,"FW,MF",Eibar,es La Liga,29,1990,15.0,4.0,490.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,0.6,0.6,0.1,0.1,2019-2020,5.4,1.0,0.0,10.0,0.18,0.0,0.0,0.06,-0.6,-0.6,82.0,125.0,65.6,1109.0,261.0,50.0,67.0,74.6,21.0,39.0,53.8,3.0,4.0,75.0,6.0,2.0,4.0,1.0,11.0,117.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.39,8.0,0.0,0.0,2.0,2.0,0.37,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,182.0,3.0,13.0,76.0,94.0,15.0,182.0,92.0,8.0,6.0,3.0,143.0,17.0,4.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,15.0,29.0,35.0,45.3
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,28.0,21.0,1912.0,1.0,1.0,0.0,0.0,7.0,1.0,0.05,0.05,0.09,0.05,0.09,1.5,1.5,0.07,0.07,2019-2020,21.2,6.0,0.0,30.0,0.28,0.05,0.17,0.07,-0.5,-0.5,996.0,1124.0,88.6,14033.0,2785.0,561.0,610.0,92.0,326.0,352.0,92.6,44.0,57.0,77.2,14.0,79.0,7.0,1.0,87.0,1108.0,15.0,3.0,2.0,4.0,20.0,0.0,0.0,0.0,0.0,12.0,1.0,19.0,53.0,2.49,38.0,0.0,3.0,5.0,6.0,0.28,2.0,0.0,1.0,1.0,0.0,47.0,31.0,16.0,19.0,12.0,36.0,6.0,30.0,32.0,19.0,0.0,1360.0,40.0,220.0,738.0,422.0,37.0,1360.0,955.0,56.0,40.0,9.0,1010.0,33.0,24.0,1.0,49.0,28.0,0.0,0.0,0.0,0.0,115.0,23.0,13.0,63.9
Nemanja Radoja,rs SRB,MF,Levante,es La Liga,26,1993,26.0,22.0,1993.0,1.0,0.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,0.1,0.1,0.0,0.0,2019-2020,22.1,1.0,0.0,100.0,0.05,1.0,1.0,0.06,0.9,0.9,837.0,984.0,85.1,14772.0,4104.0,391.0,438.0,89.3,334.0,373.0,89.5,96.0,128.0,75.0,5.0,74.0,8.0,2.0,96.0,970.0,12.0,8.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,22.0,0.99,19.0,0.0,0.0,2.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,43.0,19.0,27.0,16.0,0.0,21.0,4.0,17.0,23.0,24.0,0.0,1160.0,55.0,368.0,710.0,91.0,6.0,1160.0,649.0,17.0,14.0,2.0,756.0,19.0,23.0,0.0,27.0,17.0,2.0,0.0,0.0,0.0,151.0,42.0,27.0,60.9
Nemanja Radonjić,rs SRB,"FW,MF",Marseille,fr Ligue 1,23,1996,21.0,8.0,880.0,5.0,1.0,0.0,0.0,3.0,0.0,0.51,0.1,0.61,0.51,0.61,3.3,3.3,0.34,0.34,2019-2020,9.8,14.0,0.0,46.7,1.43,0.17,0.36,0.11,1.7,1.7,234.0,330.0,70.9,3317.0,1091.0,142.0,183.0,77.6,58.0,78.0,74.4,19.0,25.0,76.0,14.0,15.0,22.0,4.0,45.0,324.0,5.0,0.0,2.0,5.0,14.0,3.0,0.0,0.0,0.0,2.0,1.0,13.0,30.0,3.07,17.0,1.0,3.0,3.0,2.0,0.2,1.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,3.0,3.0,7.0,0.0,7.0,2.0,7.0,0.0,496.0,6.0,52.0,179.0,280.0,46.0,496.0,377.0,54.0,38.0,28.0,400.0,44.0,31.0,0.0,16.0,11.0,3.0,0.0,0.0,0.0,36.0,5.0,14.0,26.3
Ivan Radovanović,rs SRB,MF,Genoa,it Serie A,30,1988,19.0,15.0,1318.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,0.9,0.9,0.06,0.06,2019-2020,14.6,5.0,0.0,29.4,0.34,0.0,0.0,0.06,-0.9,-0.9,698.0,817.0,85.4,13797.0,4048.0,271.0,300.0,90.3,294.0,326.0,90.2,117.0,163.0,71.8,15.0,74.0,10.0,4.0,93.0,788.0,25.0,23.0,1.0,23.0,12.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,26.0,1.78,22.0,1.0,3.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,27.0,14.0,18.0,9.0,0.0,17.0,3.0,14.0,8.0,39.0,0.0,963.0,60.0,275.0,582.0,116.0,6.0,963.0,529.0,9.0,13.0,0.0,648.0,12.0,5.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,78.0,23.0,19.0,54.8
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17.0,17.0,1530.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,2019-2020,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,657.0,81.3,12855.0,8184.0,130.0,130.0,100.0,292.0,296.0,98.6,111.0,229.0,48.5,1.0,9.0,1.0,0.0,0.0,460.0,196.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,699.0,633.0,695.0,4.0,0.0,0.0,699.0,389.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,66.7
Ștefan Radu,ro ROU,DF,Lazio,it Serie A,32,1986,29.0,28.0,2306.0,1.0,0.0,0.0,0.0,8.0,0.0,0.04,0.0,0.04,0.04,0.04,0.1,0.1,0.0,0.0,2019-2020,25.6,1.0,0.0,25.0,0.04,0.25,1.0,0.03,0.9,0.9,1188.0,1378.0,86.2,20259.0,7370.0,618.0,653.0,94.6,419.0,489.0,85.7,126.0,191.0,66.0,13.0,119.0,14.0,7.0,115.0,1321.0,55.0,36.0,2.0,20.0,41.0,0.0,0.0,0.0,0.0,18.0,2.0,13.0,31.0,1.21,29.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,43.0,25.0,24.0,15.0,4.0,19.0,9.0,10.0,34.0,85.0,0.0,1599.0,123.0,575.0,843.0,194.0,7.0,1599.0,877.0,40.0,33.0,1.0,1084.0,11.0,2.0,0.0,31.0,21.0,0.0,0.0,1.0,0.0,133.0,32.0,27.0,54.2
Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,61.0,63.9,1326.0,1068.0,3.0,3.0,100.0,17.0,17.0,100.0,18.0,40.0,45.0,0.0,1.0,0.0,0.0,0.0,43.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,54.0,66.0,0.0,0.0,0.0,66.0,28.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,6.0,5.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,157.0,70.1,3139.0,2374.0,21.0,21.0,100.0,47.0,48.0,97.9,40.0,84.0,47.6,0.0,1.0,0.0,0.0,0.0,86.0,69.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,166.0,152.0,166.0,0.0,0.0,0.0,166.0,66.0,0.0,2.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,66.7
Rafael,br BRA,DF,Lyon,fr Ligue 1,29,1990,13.0,9.0,700.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,2019-2020,7.8,1.0,0.0,20.0,0.13,0.0,0.0,0.02,-0.1,-0.1,355.0,444.0,80.0,4733.0,1934.0,235.0,256.0,91.8,95.0,129.0,73.6,12.0,28.0,42.9,3.0,24.0,3.0,0.0,34.0,376.0,67.0,2.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,64.0,1.0,9.0,13.0,1.67,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,12.0,8.0,4.0,6.0,3.0,3.0,10.0,14.0,0.0,552.0,17.0,140.0,308.0,105.0,8.0,552.0,260.0,11.0,13.0,4.0,322.0,18.0,4.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,48.0,17.0,9.0,65.4
Raffael,br BRA,"MF,FW",M'Gladbach,de Bundesliga,34,1985,8.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.55,1.55,2019-2020,0.7,3.0,2.0,37.5,4.22,0.0,0.0,0.14,-1.1,-1.1,36.0,45.0,80.0,503.0,138.0,18.0,19.0,94.7,13.0,14.0,92.9,2.0,6.0,33.3,4.0,5.0,1.0,0.0,4.0,40.0,5.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,14.06,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,66.0,0.0,4.0,36.0,28.0,6.0,66.0,38.0,1.0,3.0,0.0,40.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
Rafinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1993,3.0,2.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.34,0.34,2019-2020,2.1,1.0,0.0,16.7,0.48,0.0,0.0,0.12,-0.7,-0.7,139.0,162.0,85.8,1938.0,315.0,80.0,88.0,90.9,37.0,39.0,94.9,10.0,17.0,58.8,5.0,5.0,5.0,1.0,9.0,153.0,9.0,2.0,0.0,0.0,11.0,6.0,1.0,5.0,0.0,1.0,0.0,1.0,11.0,5.32,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,189.0,1.0,11.0,75.0,105.0,10.0,189.0,151.0,10.0,9.0,4.0,164.0,6.0,5.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0
Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,29.0,25.0,2111.0,4.0,1.0,0.0,0.0,5.0,0.0,0.17,0.04,0.21,0.17,0.21,1.5,1.5,0.07,0.07,2019-2020,23.5,10.0,0.0,31.3,0.43,0.13,0.4,0.05,2.5,2.5,1125.0,1318.0,85.4,17146.0,4361.0,601.0,661.0,90.9,376.0,412.0,91.3,81.0,124.0,65.3,22.0,104.0,27.0,1.0,140.0,1259.0,56.0,42.0,5.0,12.0,27.0,5.0,2.0,1.0,0.0,8.0,3.0,24.0,80.0,3.41,64.0,0.0,2.0,8.0,6.0,0.26,5.0,0.0,0.0,1.0,0.0,71.0,37.0,29.0,37.0,5.0,37.0,4.0,33.0,33.0,25.0,0.0,1682.0,42.0,325.0,912.0,469.0,45.0,1682.0,1087.0,70.0,57.0,7.0,1178.0,61.0,48.0,0.0,35.0,98.0,2.0,0.0,0.0,0.0,190.0,27.0,26.0,50.9
